,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,zone
56983,Goa,NORTH GOA,2007,Whole Year,Coconut,11249.0,56160000.0,West India
57036,Goa,NORTH GOA,2013,Whole Year,Coconut,11379.0,564.0,West India
57053,Goa,NORTH GOA,2014,Whole Year,Coconut,11399.0,564.0,West India
57071,Goa,SOUTH GOA,2004,Whole Year,Coconut,14077.0,69110000.0,West India
57078,Goa,SOUTH GOA,2005,Whole Year,Coconut,14157.0,70110000.0,West India
57085,Goa,SOUTH GOA,2006,Whole Year,Coconut,14241.0,70840000.0,West India
57092,Goa,SOUTH GOA,2007,Whole Year,Coconut,14296.0,71410000.0,West India
57139,Goa,SOUTH GOA,2013,Whole Year,Coconut,14371.0,717.0,West India
57154,Goa,SOUTH GOA,2014,Whole Year,Coconut,14387.0,714.0,West India
76895,Karnataka,BAGALKOT,1998,Whole Year,Coconut,571.0,2728.0,South India
76931,Karnataka,BAGALKOT,1999,Whole Year,Coconut,1283.0,6130.0,South India
76971,Karnataka,BAGALKOT,2000,Whole Year,Coconut,1312.0,6268.0,South India
77011,Karnataka,BAGALKOT,2001,Whole Year,Coconut,1142.0,5456.0,South India
77055,Karnataka,BAGALKOT,2002,Whole Year,Coconut,877.0,4190.0,South India
77106,Karnataka,BAGALKOT,2003,Whole Year,Coconut,600.0,2867.0,South India
77151,Karnataka,BAGALKOT,2004,Whole Year,Coconut,452.0,21813.52,South India
77195,Karnataka,BAGALKOT,2005,Whole Year,Coconut,413.0,1973.0,South India
77231,Karnataka,BAGALKOT,2006,Whole Year,Coconut,236.0,1128.0,South India
77276,Karnataka,BAGALKOT,2007,Whole Year,Coconut,264.0,1344.0,South India
77319,Karnataka,BAGALKOT,2008,Whole Year,Coconut,410.0,2809.0,South India
77362,Karnataka,BAGALKOT,2009,Whole Year,Coconut,614.0,4366.0,South India
77412,Karnataka,BAGALKOT,2010,Whole Year,Coconut,664.0,6347.0,South India
77461,Karnataka,BAGALKOT,2011,Whole Year,Coconut,695.0,6909.0,South India
77506,Karnataka,BAGALKOT,2012,Whole Year,Coconut,664.0,6537.0,South India
77550,Karnataka,BAGALKOT,2013,Whole Year,Coconut,776.0,6157.0,South India
77593,Karnataka,BAGALKOT,2014,Whole Year,Coconut,743.0,6630.0,South India
77637,Karnataka,BANGALORE RURAL,1998,Whole Year,Coconut,14114.0,67405.0,South India
77676,Karnataka,BANGALORE RURAL,1999,Whole Year,Coconut,14705.0,70228.0,South India
77720,Karnataka,BANGALORE RURAL,2000,Whole Year,Coconut,15076.0,71999.0,South India
77761,Karnataka,BANGALORE RURAL,2001,Whole Year,Coconut,21948.0,78614.0,South India
77804,Karnataka,BANGALORE RURAL,2002,Whole Year,Coconut,21426.0,76744.0,South India
77851,Karnataka,BANGALORE RURAL,2003,Whole Year,Coconut,20131.0,72106.0,South India
77894,Karnataka,BANGALORE RURAL,2004,Whole Year,Coconut,19789.0,715966.02,South India
77945,Karnataka,BANGALORE RURAL,2005,Whole Year,Coconut,19251.0,68954.0,South India
77984,Karnataka,BANGALORE RURAL,2006,Whole Year,Coconut,19357.0,69333.0,South India
78035,Karnataka,BANGALORE RURAL,2007,Whole Year,Coconut,3965.0,20188.0,South India
78084,Karnataka,BANGALORE RURAL,2008,Whole Year,Coconut,4027.0,27588.0,South India
78133,Karnataka,BANGALORE RURAL,2009,Whole Year,Coconut,4504.0,32024.0,South India
78187,Karnataka,BANGALORE RURAL,2010,Whole Year,Coconut,4503.0,43046.0,South India
78239,Karnataka,BANGALORE RURAL,2011,Whole Year,Coconut,4039.0,40154.0,South India
78287,Karnataka,BANGALORE RURAL,2012,Whole Year,Coconut,3448.0,33947.0,South India
78335,Karnataka,BANGALORE RURAL,2013,Whole Year,Coconut,2782.0,22072.0,South India
78385,Karnataka,BANGALORE RURAL,2014,Whole Year,Coconut,2255.0,20123.0,South India
78453,Karnataka,BELGAUM,1998,Whole Year,Coconut,207.0,890.0,South India
78494,Karnataka,BELGAUM,1999,Whole Year,Coconut,252.0,1087.0,South India
78539,Karnataka,BELGAUM,2000,Whole Year,Coconut,183.0,789.0,South India
78584,Karnataka,BELGAUM,2001,Whole Year,Coconut,200.0,861.0,South India
78634,Karnataka,BELGAUM,2002,Whole Year,Coconut,216.0,930.0,South India
78690,Karnataka,BELGAUM,2003,Whole Year,Coconut,584.0,2516.0,South India
78742,Karnataka,BELGAUM,2004,Whole Year,Coconut,599.0,26062.49,South India
78798,Karnataka,BELGAUM,2005,Whole Year,Coconut,611.0,2632.0,South India
78843,Karnataka,BELGAUM,2006,Whole Year,Coconut,632.0,2722.0,South India
78898,Karnataka,BELGAUM,2007,Whole Year,Coconut,318.0,1619.0,South India
78951,Karnataka,BELGAUM,2008,Whole Year,Coconut,323.0,2213.0,South India
79005,Karnataka,BELGAUM,2009,Whole Year,Coconut,344.0,2446.0,South India
79066,Karnataka,BELGAUM,2010,Whole Year,Coconut,336.0,3212.0,South India
79125,Karnataka,BELGAUM,2011,Whole Year,Coconut,307.0,3052.0,South India
79182,Karnataka,BELGAUM,2012,Whole Year,Coconut,132.0,1300.0,South India
79245,Karnataka,BELGAUM,2013,Whole Year,Coconut,106.0,841.0,South India
79307,Karnataka,BELGAUM,2014,Whole Year,Coconut,131.0,1169.0,South India
79379,Karnataka,BELLARY,1998,Whole Year,Coconut,1174.0,5606.0,South India
79421,Karnataka,BELLARY,1999,Whole Year,Coconut,1173.0,5601.0,South India
79469,Karnataka,BELLARY,2000,Whole Year,Coconut,1267.0,6050.0,South India
79516,Karnataka,BELLARY,2001,Whole Year,Coconut,1264.0,6035.0,South India
79567,Karnataka,BELLARY,2002,Whole Year,Coconut,1565.0,7473.0,South India
79624,Karnataka,BELLARY,2003,Whole Year,Coconut,1312.0,6264.0,South India
79679,Karnataka,BELLARY,2004,Whole Year,Coconut,1259.0,60721.57,South India
79732,Karnataka,BELLARY,2005,Whole Year,Coconut,1140.0,5443.0,South India
79778,Karnataka,BELLARY,2006,Whole Year,Coconut,1251.0,5973.0,South India
79830,Karnataka,BELLARY,2007,Whole Year,Coconut,1310.0,6670.0,South India
79882,Karnataka,BELLARY,2008,Whole Year,Coconut,1080.0,7399.0,South India
79933,Karnataka,BELLARY,2009,Whole Year,Coconut,1039.0,7387.0,South India
79986,Karnataka,BELLARY,2010,Whole Year,Coconut,1014.0,9693.0,South India
80039,Karnataka,BELLARY,2011,Whole Year,Coconut,910.0,9047.0,South India
80093,Karnataka,BELLARY,2012,Whole Year,Coconut,702.0,6912.0,South India
80145,Karnataka,BELLARY,2013,Whole Year,Coconut,2901.0,23016.0,South India
80199,Karnataka,BELLARY,2014,Whole Year,Coconut,555.0,4953.0,South India
80257,Karnataka,BENGALURU URBAN,1998,Whole Year,Coconut,3347.0,15984.0,South India
80289,Karnataka,BENGALURU URBAN,1999,Whole Year,Coconut,4383.0,20932.0,South India
80321,Karnataka,BENGALURU URBAN,2000,Whole Year,Coconut,2959.0,13604.0,South India
80350,Karnataka,BENGALURU URBAN,2001,Whole Year,Coconut,1959.0,7017.0,South India
80386,Karnataka,BENGALURU URBAN,2002,Whole Year,Coconut,2008.0,7192.0,South India
80428,Karnataka,BENGALURU URBAN,2003,Whole Year,Coconut,2565.0,9187.0,South India
80469,Karnataka,BENGALURU URBAN,2004,Whole Year,Coconut,2498.0,90377.64,South India
80512,Karnataka,BENGALURU URBAN,2005,Whole Year,Coconut,2871.0,10283.0,South India
80542,Karnataka,BENGALURU URBAN,2006,Whole Year,Coconut,2385.0,8543.0,South India
80580,Karnataka,BENGALURU URBAN,2007,Whole Year,Coconut,2310.0,11762.0,South India
80614,Karnataka,BENGALURU URBAN,2008,Whole Year,Coconut,2313.0,15846.0,South India
80650,Karnataka,BENGALURU URBAN,2009,Whole Year,Coconut,2565.0,18238.0,South India
80691,Karnataka,BENGALURU URBAN,2010,Whole Year,Coconut,2311.0,22092.0,South India
80733,Karnataka,BENGALURU URBAN,2011,Whole Year,Coconut,2264.0,22508.0,South India
80780,Karnataka,BENGALURU URBAN,2012,Whole Year,Coconut,2312.0,22763.0,South India
80829,Karnataka,BENGALURU URBAN,2013,Whole Year,Coconut,2116.0,16788.0,South India
80871,Karnataka,BENGALURU URBAN,2014,Whole Year,Coconut,1281.0,11431.0,South India
80931,Karnataka,BIDAR,1998,Whole Year,Coconut,2.0,10.0,South India
80970,Karnataka,BIDAR,1999,Whole Year,Coconut,3.0,14.0,South India
81012,Karnataka,BIDAR,2000,Whole Year,Coconut,3.0,14.0,South India
81050,Karnataka,BIDAR,2001,Whole Year,Coconut,27.0,129.0,South India
81095,Karnataka,BIDAR,2002,Whole Year,Coconut,23.0,110.0,South India
81144,Karnataka,BIDAR,2003,Whole Year,Coconut,23.0,110.0,South India
81189,Karnataka,BIDAR,2004,Whole Year,Coconut,24.0,1158.96,South India
81235,Karnataka,BIDAR,2005,Whole Year,Coconut,25.0,120.0,South India
81272,Karnataka,BIDAR,2006,Whole Year,Coconut,26.0,124.0,South India
81319,Karnataka,BIDAR,2007,Whole Year,Coconut,23.0,117.0,South India
81364,Karnataka,BIDAR,2008,Whole Year,Coconut,24.0,164.0,South India
81407,Karnataka,BIDAR,2009,Whole Year,Coconut,19.0,135.0,South India
81458,Karnataka,BIDAR,2010,Whole Year,Coconut,20.0,191.0,South India
81507,Karnataka,BIDAR,2011,Whole Year,Coconut,20.0,199.0,South India
81554,Karnataka,BIDAR,2012,Whole Year,Coconut,21.0,207.0,South India
81602,Karnataka,BIDAR,2013,Whole Year,Coconut,29.0,230.0,South India
81649,Karnataka,BIDAR,2014,Whole Year,Coconut,19.0,170.0,South India
81709,Karnataka,BIJAPUR,1998,Whole Year,Coconut,150.0,717.0,South India
81745,Karnataka,BIJAPUR,1999,Whole Year,Coconut,162.0,774.0,South India
81783,Karnataka,BIJAPUR,2000,Whole Year,Coconut,158.0,755.0,South India
81818,Karnataka,BIJAPUR,2001,Whole Year,Coconut,413.0,1973.0,South India
81856,Karnataka,BIJAPUR,2002,Whole Year,Coconut,175.0,836.0,South India
81901,Karnataka,BIJAPUR,2003,Whole Year,Coconut,206.0,984.0,South India
81943,Karnataka,BIJAPUR,2004,Whole Year,Coconut,178.0,8590.28,South India
81985,Karnataka,BIJAPUR,2005,Whole Year,Coconut,178.0,850.0,South India
82020,Karnataka,BIJAPUR,2006,Whole Year,Coconut,189.0,903.0,South India
82064,Karnataka,BIJAPUR,2007,Whole Year,Coconut,192.0,978.0,South India
82104,Karnataka,BIJAPUR,2008,Whole Year,Coconut,213.0,1459.0,South India
82145,Karnataka,BIJAPUR,2009,Whole Year,Coconut,268.0,1906.0,South India
82189,Karnataka,BIJAPUR,2010,Whole Year,Coconut,281.0,2686.0,South India
82231,Karnataka,BIJAPUR,2011,Whole Year,Coconut,288.0,2863.0,South India
82270,Karnataka,BIJAPUR,2012,Whole Year,Coconut,284.0,2796.0,South India
82311,Karnataka,BIJAPUR,2013,Whole Year,Coconut,293.0,2325.0,South India
82351,Karnataka,BIJAPUR,2014,Whole Year,Coconut,296.0,2641.0,South India
82394,Karnataka,CHAMARAJANAGAR,1998,Whole Year,Coconut,7019.0,24995.0,South India
82436,Karnataka,CHAMARAJANAGAR,1999,Whole Year,Coconut,7047.0,25095.0,South India
82481,Karnataka,CHAMARAJANAGAR,2000,Whole Year,Coconut,7351.0,26177.0,South India
82522,Karnataka,CHAMARAJANAGAR,2001,Whole Year,Coconut,7369.0,19683.0,South India
82572,Karnataka,CHAMARAJANAGAR,2002,Whole Year,Coconut,7599.0,20297.0,South India
82624,Karnataka,CHAMARAJANAGAR,2003,Whole Year,Coconut,7613.0,20334.0,South India
82673,Karnataka,CHAMARAJANAGAR,2004,Whole Year,Coconut,12161.0,328103.78,South India
82725,Karnataka,CHAMARAJANAGAR,2005,Whole Year,Coconut,12192.0,32565.0,South India
82767,Karnataka,CHAMARAJANAGAR,2006,Whole Year,Coconut,11257.0,30068.0,South India
82822,Karnataka,CHAMARAJANAGAR,2007,Whole Year,Coconut,11361.0,57665.0,South India
82874,Karnataka,CHAMARAJANAGAR,2008,Whole Year,Coconut,11360.0,67242.0,South India
82925,Karnataka,CHAMARAJANAGAR,2009,Whole Year,Coconut,11365.0,80807.0,South India
82983,Karnataka,CHAMARAJANAGAR,2010,Whole Year,Coconut,11377.0,108409.0,South India
83039,Karnataka,CHAMARAJANAGAR,2011,Whole Year,Coconut,11381.0,89180.0,South India
83090,Karnataka,CHAMARAJANAGAR,2012,Whole Year,Coconut,11381.0,89180.0,South India
83143,Karnataka,CHAMARAJANAGAR,2013,Whole Year,Coconut,9299.0,58513.0,South India
83192,Karnataka,CHAMARAJANAGAR,2014,Whole Year,Coconut,9122.0,81403.0,South India
83231,Karnataka,CHIKBALLAPUR,2007,Whole Year,Coconut,630.0,3208.0,South India
83263,Karnataka,CHIKBALLAPUR,2008,Whole Year,Coconut,699.0,4789.0,South India
83299,Karnataka,CHIKBALLAPUR,2009,Whole Year,Coconut,821.0,5837.0,South India
83345,Karnataka,CHIKBALLAPUR,2010,Whole Year,Coconut,1203.0,11500.0,South India
83393,Karnataka,CHIKBALLAPUR,2011,Whole Year,Coconut,3192.0,31734.0,South India
83437,Karnataka,CHIKBALLAPUR,2012,Whole Year,Coconut,3091.0,30433.0,South India
83481,Karnataka,CHIKBALLAPUR,2013,Whole Year,Coconut,3091.0,24524.0,South India
83522,Karnataka,CHIKBALLAPUR,2014,Whole Year,Coconut,2087.0,18624.0,South India
83586,Karnataka,CHIKMAGALUR,1998,Whole Year,Coconut,30041.0,75720.0,South India
83625,Karnataka,CHIKMAGALUR,1999,Whole Year,Coconut,30161.0,76022.0,South India
83670,Karnataka,CHIKMAGALUR,2000,Whole Year,Coconut,30161.0,76022.0,South India
83712,Karnataka,CHIKMAGALUR,2001,Whole Year,Coconut,31070.0,58750.0,South India
83760,Karnataka,CHIKMAGALUR,2002,Whole Year,Coconut,31117.0,58833.0,South India
83813,Karnataka,CHIKMAGALUR,2003,Whole Year,Coconut,31177.0,58953.0,South India
83862,Karnataka,CHIKMAGALUR,2004,Whole Year,Coconut,31122.0,594430.2,South India
83914,Karnataka,CHIKMAGALUR,2005,Whole Year,Coconut,37769.0,71417.0,South India
83956,Karnataka,CHIKMAGALUR,2006,Whole Year,Coconut,37921.0,71705.0,South India
84007,Karnataka,CHIKMAGALUR,2007,Whole Year,Coconut,37963.0,140787.0,South India
84055,Karnataka,CHIKMAGALUR,2008,Whole Year,Coconut,37990.0,184478.0,South India
84102,Karnataka,CHIKMAGALUR,2009,Whole Year,Coconut,37996.0,203239.0,South India
84153,Karnataka,CHIKMAGALUR,2010,Whole Year,Coconut,38091.0,211177.0,South India
84204,Karnataka,CHIKMAGALUR,2011,Whole Year,Coconut,38113.0,207827.0,South India
84251,Karnataka,CHIKMAGALUR,2012,Whole Year,Coconut,42261.0,230446.0,South India
84297,Karnataka,CHIKMAGALUR,2013,Whole Year,Coconut,41229.0,239553.0,South India
84341,Karnataka,CHIKMAGALUR,2014,Whole Year,Coconut,41329.0,238089.0,South India
84413,Karnataka,CHITRADURGA,1998,Whole Year,Coconut,36609.0,214268.0,South India
84455,Karnataka,CHITRADURGA,1999,Whole Year,Coconut,37205.0,217756.0,South India
84500,Karnataka,CHITRADURGA,2000,Whole Year,Coconut,38162.0,223358.0,South India
84541,Karnataka,CHITRADURGA,2001,Whole Year,Coconut,39311.0,172562.0,South India
84590,Karnataka,CHITRADURGA,2002,Whole Year,Coconut,39618.0,173910.0,South India
84644,Karnataka,CHITRADURGA,2003,Whole Year,Coconut,43254.0,189870.0,South India
84693,Karnataka,CHITRADURGA,2004,Whole Year,Coconut,43354.0,1922316.36,South India
84742,Karnataka,CHITRADURGA,2005,Whole Year,Coconut,40668.0,178519.0,South India
84784,Karnataka,CHITRADURGA,2006,Whole Year,Coconut,41821.0,183580.0,South India
84834,Karnataka,CHITRADURGA,2007,Whole Year,Coconut,42519.0,216488.0,South India
84882,Karnataka,CHITRADURGA,2008,Whole Year,Coconut,42563.0,291591.0,South India
84928,Karnataka,CHITRADURGA,2009,Whole Year,Coconut,42388.0,295008.0,South India
84981,Karnataka,CHITRADURGA,2010,Whole Year,Coconut,42299.0,583165.0,South India
85035,Karnataka,CHITRADURGA,2011,Whole Year,Coconut,42531.0,571248.0,South India
85084,Karnataka,CHITRADURGA,2012,Whole Year,Coconut,42526.0,571181.0,South India
85136,Karnataka,CHITRADURGA,2013,Whole Year,Coconut,38301.0,504271.0,South India
85186,Karnataka,CHITRADURGA,2014,Whole Year,Coconut,38729.0,297915.0,South India
85217,Karnataka,DAKSHIN KANNAD,1998,Whole Year,Coconut,12827.0,54757.0,South India
85235,Karnataka,DAKSHIN KANNAD,1999,Whole Year,Coconut,13959.0,59589.0,South India
85253,Karnataka,DAKSHIN KANNAD,2000,Whole Year,Coconut,14832.0,63316.0,South India
85270,Karnataka,DAKSHIN KANNAD,2001,Whole Year,Coconut,15437.0,65899.0,South India
85291,Karnataka,DAKSHIN KANNAD,2002,Whole Year,Coconut,15608.0,66629.0,South India
85316,Karnataka,DAKSHIN KANNAD,2003,Whole Year,Coconut,15652.0,66817.0,South India
85338,Karnataka,DAKSHIN KANNAD,2004,Whole Year,Coconut,15684.0,676294.08,South India
85358,Karnataka,DAKSHIN KANNAD,2005,Whole Year,Coconut,15773.0,67333.0,South India
85375,Karnataka,DAKSHIN KANNAD,2006,Whole Year,Coconut,16094.0,68703.0,South India
85397,Karnataka,DAKSHIN KANNAD,2007,Whole Year,Coconut,16122.0,82086.0,South India
85418,Karnataka,DAKSHIN KANNAD,2008,Whole Year,Coconut,16106.0,133427.0,South India
85440,Karnataka,DAKSHIN KANNAD,2009,Whole Year,Coconut,16096.0,114445.0,South India
85462,Karnataka,DAKSHIN KANNAD,2010,Whole Year,Coconut,16023.0,214956.0,South India
85484,Karnataka,DAKSHIN KANNAD,2011,Whole Year,Coconut,16077.0,215649.0,South India
85506,Karnataka,DAKSHIN KANNAD,2012,Whole Year,Coconut,16163.0,216803.0,South India
85527,Karnataka,DAKSHIN KANNAD,2013,Whole Year,Coconut,16296.0,219877.0,South India
85548,Karnataka,DAKSHIN KANNAD,2014,Whole Year,Coconut,18407.0,282127.0,South India
85594,Karnataka,DAVANGERE,1998,Whole Year,Coconut,12423.0,72710.0,South India
85637,Karnataka,DAVANGERE,1999,Whole Year,Coconut,13044.0,76345.0,South India
85684,Karnataka,DAVANGERE,2000,Whole Year,Coconut,12343.0,72242.0,South India
85730,Karnataka,DAVANGERE,2001,Whole Year,Coconut,13116.0,57575.0,South India
85786,Karnataka,DAVANGERE,2002,Whole Year,Coconut,13257.0,58194.0,South India
85846,Karnataka,DAVANGERE,2003,Whole Year,Coconut,13051.0,57289.0,South India
85898,Karnataka,DAVANGERE,2004,Whole Year,Coconut,11978.0,531104.52,South India
85955,Karnataka,DAVANGERE,2005,Whole Year,Coconut,12138.0,53282.0,South India
86002,Karnataka,DAVANGERE,2006,Whole Year,Coconut,11469.0,50345.0,South India
86057,Karnataka,DAVANGERE,2007,Whole Year,Coconut,12176.0,61995.0,South India
86106,Karnataka,DAVANGERE,2008,Whole Year,Coconut,12030.0,82415.0,South India
86156,Karnataka,DAVANGERE,2009,Whole Year,Coconut,12101.0,99410.0,South India
86212,Karnataka,DAVANGERE,2010,Whole Year,Coconut,11377.0,92449.0,South India
86269,Karnataka,DAVANGERE,2011,Whole Year,Coconut,11710.0,116416.0,South India
86323,Karnataka,DAVANGERE,2012,Whole Year,Coconut,11829.0,116463.0,South India
86378,Karnataka,DAVANGERE,2013,Whole Year,Coconut,11022.0,61815.0,South India
86434,Karnataka,DAVANGERE,2014,Whole Year,Coconut,11863.0,164139.0,South India
86503,Karnataka,DHARWAD,1998,Whole Year,Coconut,348.0,1662.0,South India
86542,Karnataka,DHARWAD,1999,Whole Year,Coconut,375.0,1791.0,South India
86585,Karnataka,DHARWAD,2000,Whole Year,Coconut,394.0,1881.0,South India
86625,Karnataka,DHARWAD,2001,Whole Year,Coconut,415.0,1982.0,South India
86671,Karnataka,DHARWAD,2002,Whole Year,Coconut,418.0,1996.0,South India
86719,Karnataka,DHARWAD,2003,Whole Year,Coconut,437.0,2087.0,South India
86765,Karnataka,DHARWAD,2004,Whole Year,Coconut,431.0,20787.13,South India
86812,Karnataka,DHARWAD,2005,Whole Year,Coconut,402.0,1919.0,South India
86850,Karnataka,DHARWAD,2006,Whole Year,Coconut,445.0,2125.0,South India
86899,Karnataka,DHARWAD,2007,Whole Year,Coconut,450.0,2291.0,South India
86947,Karnataka,DHARWAD,2008,Whole Year,Coconut,442.0,3028.0,South India
86994,Karnataka,DHARWAD,2009,Whole Year,Coconut,472.0,3356.0,South India
87048,Karnataka,DHARWAD,2010,Whole Year,Coconut,509.0,4866.0,South India
87102,Karnataka,DHARWAD,2011,Whole Year,Coconut,511.0,5080.0,South India
87156,Karnataka,DHARWAD,2012,Whole Year,Coconut,451.0,4440.0,South India
87210,Karnataka,DHARWAD,2013,Whole Year,Coconut,435.0,3451.0,South India
87260,Karnataka,DHARWAD,2014,Whole Year,Coconut,318.0,2838.0,South India
87298,Karnataka,GADAG,1998,Whole Year,Coconut,350.0,1671.0,South India
87334,Karnataka,GADAG,1999,Whole Year,Coconut,365.0,1743.0,South India
87374,Karnataka,GADAG,2000,Whole Year,Coconut,373.0,1781.0,South India
87416,Karnataka,GADAG,2001,Whole Year,Coconut,391.0,1867.0,South India
87458,Karnataka,GADAG,2002,Whole Year,Coconut,419.0,2001.0,South India
87504,Karnataka,GADAG,2003,Whole Year,Coconut,522.0,2492.0,South India
87553,Karnataka,GADAG,2004,Whole Year,Coconut,622.0,29999.06,South India
87600,Karnataka,GADAG,2005,Whole Year,Coconut,579.0,2765.0,South India
87643,Karnataka,GADAG,2006,Whole Year,Coconut,592.0,2827.0,South India
87693,Karnataka,GADAG,2007,Whole Year,Coconut,612.0,3116.0,South India
87738,Karnataka,GADAG,2008,Whole Year,Coconut,638.0,3187.0,South India
87784,Karnataka,GADAG,2009,Whole Year,Coconut,664.0,4721.0,South India
87829,Karnataka,GADAG,2010,Whole Year,Coconut,696.0,6653.0,South India
87875,Karnataka,GADAG,2011,Whole Year,Coconut,461.0,4583.0,South India
87919,Karnataka,GADAG,2012,Whole Year,Coconut,192.0,1890.0,South India
87965,Karnataka,GADAG,2013,Whole Year,Coconut,286.0,2269.0,South India
88013,Karnataka,GADAG,2014,Whole Year,Coconut,184.0,1642.0,South India
88081,Karnataka,GULBARGA,1998,Whole Year,Coconut,748.0,3763.0,South India
88122,Karnataka,GULBARGA,1999,Whole Year,Coconut,780.0,3924.0,South India
88168,Karnataka,GULBARGA,2000,Whole Year,Coconut,794.0,3995.0,South India
88212,Karnataka,GULBARGA,2001,Whole Year,Coconut,866.0,4357.0,South India
88262,Karnataka,GULBARGA,2002,Whole Year,Coconut,872.0,4387.0,South India
88318,Karnataka,GULBARGA,2003,Whole Year,Coconut,757.0,3809.0,South India
88369,Karnataka,GULBARGA,2004,Whole Year,Coconut,734.0,37301.88,South India
88420,Karnataka,GULBARGA,2005,Whole Year,Coconut,645.0,3245.0,South India
88464,Karnataka,GULBARGA,2006,Whole Year,Coconut,598.0,3009.0,South India
88518,Karnataka,GULBARGA,2007,Whole Year,Coconut,567.0,2887.0,South India
88568,Karnataka,GULBARGA,2008,Whole Year,Coconut,513.0,3514.0,South India
88620,Karnataka,GULBARGA,2009,Whole Year,Coconut,479.0,3406.0,South India
88669,Karnataka,GULBARGA,2010,Whole Year,Coconut,238.0,2275.0,South India
88717,Karnataka,GULBARGA,2011,Whole Year,Coconut,242.0,2406.0,South India
88762,Karnataka,GULBARGA,2012,Whole Year,Coconut,181.0,1782.0,South India
88807,Karnataka,GULBARGA,2013,Whole Year,Coconut,119.0,944.0,South India
88850,Karnataka,GULBARGA,2014,Whole Year,Coconut,192.0,1713.0,South India
88922,Karnataka,HASSAN,1998,Whole Year,Coconut,48845.0,270410.0,South India
88964,Karnataka,HASSAN,1999,Whole Year,Coconut,48984.0,271179.0,South India
89012,Karnataka,HASSAN,2000,Whole Year,Coconut,49079.0,271705.0,South India
89057,Karnataka,HASSAN,2001,Whole Year,Coconut,55056.0,228596.0,South India
89109,Karnataka,HASSAN,2002,Whole Year,Coconut,57885.0,240342.0,South India
89163,Karnataka,HASSAN,2003,Whole Year,Coconut,60075.0,249435.0,South India
89216,Karnataka,HASSAN,2004,Whole Year,Coconut,61098.0,2562450.12,South India
89270,Karnataka,HASSAN,2005,Whole Year,Coconut,61775.0,256494.0,South India
89315,Karnataka,HASSAN,2006,Whole Year,Coconut,61788.0,256547.0,South India
89369,Karnataka,HASSAN,2007,Whole Year,Coconut,61805.0,296879.0,South India
89419,Karnataka,HASSAN,2008,Whole Year,Coconut,61880.0,347167.0,South India
89470,Karnataka,HASSAN,2009,Whole Year,Coconut,62256.0,442651.0,South India
89527,Karnataka,HASSAN,2010,Whole Year,Coconut,62390.0,404012.0,South India
89584,Karnataka,HASSAN,2011,Whole Year,Coconut,62575.0,622094.0,South India
89635,Karnataka,HASSAN,2012,Whole Year,Coconut,63056.0,620821.0,South India
89688,Karnataka,HASSAN,2013,Whole Year,Coconut,61138.0,319823.0,South India
89740,Karnataka,HASSAN,2014,Whole Year,Coconut,61019.0,382629.0,South India
89784,Karnataka,HAVERI,1998,Whole Year,Coconut,738.0,3524.0,South India
89825,Karnataka,HAVERI,1999,Whole Year,Coconut,771.0,3681.0,South India
89874,Karnataka,HAVERI,2000,Whole Year,Coconut,660.0,3151.0,South India
89921,Karnataka,HAVERI,2001,Whole Year,Coconut,1297.0,6193.0,South India
89974,Karnataka,HAVERI,2002,Whole Year,Coconut,1852.0,8843.0,South India
90030,Karnataka,HAVERI,2003,Whole Year,Coconut,1229.0,5868.0,South India
90082,Karnataka,HAVERI,2004,Whole Year,Coconut,1147.0,55319.81,South India
90137,Karnataka,HAVERI,2005,Whole Year,Coconut,974.0,4651.0,South India
90182,Karnataka,HAVERI,2006,Whole Year,Coconut,1058.0,5052.0,South India
90236,Karnataka,HAVERI,2007,Whole Year,Coconut,1123.0,5718.0,South India
90285,Karnataka,HAVERI,2008,Whole Year,Coconut,1148.0,5957.0,South India
90336,Karnataka,HAVERI,2009,Whole Year,Coconut,1243.0,5598.0,South India
90393,Karnataka,HAVERI,2010,Whole Year,Coconut,1287.0,12303.0,South India
90449,Karnataka,HAVERI,2011,Whole Year,Coconut,1290.0,12825.0,South India
90502,Karnataka,HAVERI,2012,Whole Year,Coconut,1394.0,13725.0,South India
90554,Karnataka,HAVERI,2013,Whole Year,Coconut,1395.0,11068.0,South India
90610,Karnataka,HAVERI,2014,Whole Year,Coconut,1360.0,12136.0,South India
90645,Karnataka,KODAGU,1998,Whole Year,Coconut,776.0,3708.0,South India
90658,Karnataka,KODAGU,1999,Whole Year,Coconut,1038.0,4959.0,South India
90680,Karnataka,KODAGU,2000,Whole Year,Coconut,1055.0,5041.0,South India
90698,Karnataka,KODAGU,2001,Whole Year,Coconut,1338.0,6393.0,South India
90720,Karnataka,KODAGU,2002,Whole Year,Coconut,1285.0,6139.0,South India
90748,Karnataka,KODAGU,2003,Whole Year,Coconut,1292.0,6173.0,South India
90777,Karnataka,KODAGU,2004,Whole Year,Coconut,1331.0,64234.06,South India
90807,Karnataka,KODAGU,2005,Whole Year,Coconut,1386.0,6622.0,South India
90834,Karnataka,KODAGU,2006,Whole Year,Coconut,2076.0,9919.0,South India
90866,Karnataka,KODAGU,2007,Whole Year,Coconut,1872.0,9531.0,South India
90896,Karnataka,KODAGU,2008,Whole Year,Coconut,1879.0,12873.0,South India
90922,Karnataka,KODAGU,2009,Whole Year,Coconut,1750.0,12443.0,South India
